VALUE,latitude,longitude
4.71171761,47.9345187477355,"8"
4.31848288,47.9345187477355,"8"
4.31848288,47.9345187477355,"8"
4.07160521,47.9345187477355,"8"
4.51959419,47.9345187477355,"8"
5.07985401,47.9345187477355,"8"
5.07985401,47.9345187477355,"8"
4.97934961,47.9345187477355,"8"
4.24957228,47.9345187477355,"8"
4.11234140,47.9345187477355,"8"
4.11234140,47.9345187477355,"8"
4.19582224,47.9345187477355,"8"
5.00413227,47.9345187477355,"8"
5.55988503,47.9345187477355,"8"
5.55988503,47.9345187477355,"8"
6.00280762,47.9345187477355,"8"
6.02068996,47.9345187477355,"8"
6.44686890,47.9345187477355,"8"
6.44686890,47.9345187477355,"8"
6.56178808,47.9345187477355,"8"
5.18248177,47.9345187477355,"8"
4.47218132,47.9345187477355,"8"
4.47218132,47.9345187477355,"8"
4.75620842,47.9345187477355,"8"
4.84787083,47.9320187477355,"8"
4.81113291,47.9320187477355,"8"
4.81113291,47.9320187477355,"8"
4.43879318,47.9320187477355,"8"
4.58936501,47.9320187477355,"8"
4.67706013,47.9320187477355,"8"
4.67706013,47.9320187477355,"8"
4.72374725,47.9320187477355,"8"
4.14032125,47.9320187477355,"8"
4.34856987,47.9320187477355,"8"
4.34856987,47.9320187477355,"8"
4.32279730,47.9320187477355,"8"
4.03423262,47.9320187477355,"8"
4.54759884,47.9320187477355,"8"
4.54759884,47.9320187477355,"8"
4.66921329,47.9320187477355,"8"
4.84026432,47.9320187477355,"8"
5.29553890,47.9320187477355,"8"
5.29553890,47.9320187477355,"8"
5.85832024,47.9320187477355,"8"
4.40820980,47.9320187477355,"8"
5.35914993,47.9320187477355,"8"
5.35914993,47.9320187477355,"8"
6.05920506,47.9320187477355,"8"
5.38359213,47.9295187477355,"8"
4.83363438,47.9295187477355,"8"
4.83363438,47.9295187477355,"8"
4.78160667,47.9295187477355,"8"
5.22871542,47.9295187477355,"8"
5.16483116,47.9295187477355,"8"
5.16483116,47.9295187477355,"8"
4.69440460,47.9295187477355,"8"
4.18819094,47.9295187477355,"8"
4.87502003,47.9295187477355,"8"
4.87502003,47.9295187477355,"8"
5.33451366,47.9295187477355,"8"
4.72491837,47.9295187477355,"8"
5.04925632,47.9295187477355,"8"
5.04925632,47.9295187477355,"8"
5.71209240,47.9295187477355,"8"
5.51028538,47.9295187477355,"8"
5.86294603,47.9295187477355,"8"
5.86294603,47.9295187477355,"8"
5.68225288,47.9295187477355,"8"
4.15571690,47.9295187477355,"8"
4.94859123,47.9295187477355,"8"
4.94859123,47.9295187477355,"8"
6.45524788,47.9295187477355,"8"
6.17879629,47.9270187477355,"8"
5.60525084,47.9270187477355,"8"
5.60525084,47.9270187477355,"8"
5.50885248,47.9270187477355,"8"
5.59494591,47.9270187477355,"8"
5.32245064,47.9270187477355,"8"
5.32245064,47.9270187477355,"8"
4.99617815,47.9270187477355,"8"
4.10710382,47.9270187477355,"8"
4.49331474,47.9270187477355,"8"
4.49331474,47.9270187477355,"8"
5.65067434,47.9270187477355,"8"
5.67708969,47.9270187477355,"8"
4.97282028,47.9270187477355,"8"
4.97282028,47.9270187477355,"8"
5.84608984,47.9270187477355,"8"
6.25371456,47.9270187477355,"8"
6.52908564,47.9270187477355,"8"
6.52908564,47.9270187477355,"8"
6.29248857,47.9270187477355,"8"
4.30707502,47.9270187477355,"8"
4.36582661,47.9270187477355,"8"
4.36582661,47.9270187477355,"8"
5.97135544,47.9270187477355,"8"
6.93787193,47.9245187477355,"8"
6.79636765,47.9245187477355,"8"
6.79636765,47.9245187477355,"8"
6.45282602,47.9245187477355,"8"
5.96492529,47.9245187477355,"8"
5.37842321,47.9245187477355,"8"
5.37842321,47.9245187477355,"8"
5.02259111,47.9245187477355,"8"
4.76873875,47.9245187477355,"8"
4.11115646,47.9245187477355,"8"
4.11115646,47.9245187477355,"8"
4.29287148,47.9245187477355,"8"
5.42336845,47.9245187477355,"8"
5.67615318,47.9245187477355,"8"
5.67615318,47.9245187477355,"8"
6.31778812,47.9245187477355,"8"
7.13634682,47.9245187477355,"8"
7.45067739,47.9245187477355,"8"
7.45067739,47.9245187477355,"8"
6.98444271,47.9245187477355,"8"
4.73356628,47.9245187477355,"8"
4.13748074,47.9245187477355,"8"
4.13748074,47.9245187477355,"8"
5.34285736,47.9245187477355,"8"
6.59968567,47.9220187477355,"8"
7.17725325,47.9220187477355,"8"
7.17725325,47.9220187477355,"8"
7.26071978,47.9220187477355,"8"
6.34028530,47.9220187477355,"8"
5.51595497,47.9220187477355,"8"
5.51595497,47.9220187477355,"8"
4.99851751,47.9220187477355,"8"
5.49951315,47.9220187477355,"8"
5.49865913,47.9220187477355,"8"
5.49865913,47.9220187477355,"8"
4.59389973,47.9220187477355,"8"
4.54484129,47.9220187477355,"8"
4.49828148,47.9220187477355,"8"
4.49828148,47.9220187477355,"8"
5.67779112,47.9220187477355,"8"
7.07495070,47.9220187477355,"8"
7.89844275,47.9220187477355,"8"
7.89844275,47.9220187477355,"8"
7.70898199,47.9220187477355,"8"
5.54383421,47.9220187477355,"8"
4.39619541,47.9220187477355,"8"
4.39619541,47.9220187477355,"8"
5.38025427,47.9220187477355,"8"
5.59516859,47.9195187477356,"8"
6.04667711,47.9195187477356,"8"
6.04667711,47.9195187477356,"8"
6.93846560,47.9195187477356,"8"
6.68458652,47.9195187477356,"8"
5.85397863,47.9195187477356,"8"
5.85397863,47.9195187477356,"8"
5.09453821,47.9195187477356,"8"
5.13368750,47.9195187477356,"8"
6.33834124,47.9195187477356,"8"
6.33834124,47.9195187477356,"8"
6.17166901,47.9195187477356,"8"
6.11784601,47.9195187477356,"8"
5.24989271,47.9195187477356,"8"
5.24989271,47.9195187477356,"8"
4.64328194,47.9195187477356,"8"
5.80977583,47.9195187477356,"8"
7.25279236,47.9195187477356,"8"
7.25279236,47.9195187477356,"8"
8.25512505,47.9195187477356,"8"
6.80984116,47.9195187477356,"8"
4.95245218,47.9195187477356,"8"
4.95245218,47.9195187477356,"8"
4.97037697,47.9195187477356,"8"
5.00341654,47.9170187477356,"8"
5.54207039,47.9170187477356,"8"
5.54207039,47.9170187477356,"8"
6.64893246,47.9170187477356,"8"
6.93268776,47.9170187477356,"8"
6.22756815,47.9170187477356,"8"
6.22756815,47.9170187477356,"8"
5.47987890,47.9170187477356,"8"
4.57033920,47.9170187477356,"8"
5.05104542,47.9170187477356,"8"
5.05104542,47.9170187477356,"8"
5.91982841,47.9170187477356,"8"
6.49863768,47.9170187477356,"8"
6.48379040,47.9170187477356,"8"
6.48379040,47.9170187477356,"8"
5.44310331,47.9170187477356,"8"
5.20208597,47.9170187477356,"8"
6.23801422,47.9170187477356,"8"
6.23801422,47.9170187477356,"8"
7.66017485,47.9170187477356,"8"
8.08517075,47.9170187477356,"8"
6.20080948,47.9170187477356,"8"
6.20080948,47.9170187477356,"8"
5.38938379,47.9170187477356,"8"
4.80805111,47.9145187477356,"8"
5.02163553,47.9145187477356,"8"
5.02163553,47.9145187477356,"8"
5.68753099,47.9145187477356,"8"
6.77053976,47.9145187477356,"8"
6.51001978,47.9145187477356,"8"
6.51001978,47.9145187477356,"8"
5.85796928,47.9145187477356,"8"
5.21186781,47.9145187477356,"8"
4.55901003,47.9145187477356,"8"
4.55901003,47.9145187477356,"8"
4.72662687,47.9145187477356,"8"
5.39815092,47.9145187477356,"8"
5.74505043,47.9145187477356,"8"
5.74505043,47.9145187477356,"8"
5.85994434,47.9145187477356,"8"
5.90313101,47.9145187477356,"8"
5.65381384,47.9145187477356,"8"
5.65381384,47.9145187477356,"8"
6.59518290,47.9145187477356,"8"
8.08403969,47.9145187477356,"8"
7.35920048,47.9145187477356,"8"
7.35920048,47.9145187477356,"8"
6.23280096,47.9145187477356,"8"
4.90693760,47.9120187477356,"8"
5.32273674,47.9120187477356,"8"
5.32273674,47.9120187477356,"8"
5.59714508,47.9120187477356,"8"
6.27198362,47.9120187477356,"8"
6.58442640,47.9120187477356,"8"
6.58442640,47.9120187477356,"8"
6.18554831,47.9120187477356,"8"
5.83128929,47.9120187477356,"8"
5.28630352,47.9120187477356,"8"
5.28630352,47.9120187477356,"8"
4.58543921,47.9120187477356,"8"
5.06203556,47.9120187477356,"8"
5.46860647,47.9120187477356,"8"
5.46860647,47.9120187477356,"8"
5.90088272,47.9120187477356,"8"
6.53931522,47.9120187477356,"8"
6.39047623,47.9120187477356,"8"
6.39047623,47.9120187477356,"8"
6.23753643,47.9120187477356,"8"
7.15127802,47.9120187477356,"8"
7.15127802,47.9120187477356,"8"
8.08297539,47.9120187477356,"8"
7.43981028,47.9120187477356,"8"
4.85367393,47.9095187477356,"8"
5.20990324,47.9095187477356,"8"
5.20990324,47.9095187477356,"8"
4.93345308,47.9095187477356,"8"
5.25157928,47.9095187477356,"8"
5.56136465,47.9095187477356,"8"
5.56136465,47.9095187477356,"8"
5.79661846,47.9095187477356,"8"
5.94867039,47.9095187477356,"8"
5.83217049,47.9095187477356,"8"
5.83217049,47.9095187477356,"8"
5.18036032,47.9095187477356,"8"
4.82677603,47.9095187477356,"8"
5.04007339,47.9095187477356,"8"
5.04007339,47.9095187477356,"8"
5.59906673,47.9095187477356,"8"
5.47038889,47.9095187477356,"8"
5.47038889,47.9095187477356,"8"
6.42425632,47.9095187477356,"8"
7.21768904,47.9095187477356,"8"
6.57214975,47.9095187477356,"8"
6.57214975,47.9095187477356,"8"
6.10647869,47.9095187477356,"8"
6.33882952,47.9095187477356,"8"
4.13480520,47.9070187477356,"8"
4.40052223,47.9070187477356,"8"
4.40052223,47.9070187477356,"8"
5.41350746,47.9070187477356,"8"
5.30301285,47.9070187477356,"8"
5.51445103,47.9070187477356,"8"
5.51445103,47.9070187477356,"8"
5.33638000,47.9070187477356,"8"
5.48432493,47.9070187477356,"8"
5.48432493,47.9070187477356,"8"
6.48349333,47.9070187477356,"8"
6.89538860,47.9070187477356,"8"
6.88199234,47.9070187477356,"8"
6.88199234,47.9070187477356,"8"
6.97580624,47.9070187477356,"8"
6.85946894,47.9070187477356,"8"
6.36914063,47.9070187477356,"8"
6.36914063,47.9070187477356,"8"
6.72419262,47.9070187477356,"8"
7.10063219,47.9070187477356,"8"
6.91646910,47.9070187477356,"8"
6.91646910,47.9070187477356,"8"
6.10996485,47.9070187477356,"8"
5.58458138,47.9070187477356,"8"
5.80472183,47.9045187477356,"8"
5.73916054,47.9045187477356,"8"
5.73916054,47.9045187477356,"8"
5.70717669,47.9045187477356,"8"
5.82281303,47.9045187477356,"8"
5.82281303,47.9045187477356,"8"
6.15619230,47.9045187477356,"8"
6.26021385,47.9045187477356,"8"
6.08940792,47.9045187477356,"8"
6.08940792,47.9045187477356,"8"
6.60376740,47.9045187477356,"8"
6.93729258,47.9045187477356,"8"
7.19015932,47.9045187477356,"8"
7.19015932,47.9045187477356,"8"
7.31006575,47.9045187477356,"8"
7.40082216,47.9045187477356,"8"
7.14740419,47.9045187477356,"8"
7.14740419,47.9045187477356,"8"
6.69071865,47.9045187477356,"8"
6.61970758,47.9045187477356,"8"
6.48183107,47.9045187477356,"8"
6.48183107,47.9045187477356,"8"
6.29488659,47.9045187477356,"8"
5.96497154,47.9045187477356,"8"
4.88629293,47.9020187477356,"8"
4.88629293,47.9020187477356,"8"
5.83536339,47.9020187477356,"8"
6.46770573,47.9020187477356,"8"
6.60186958,47.9020187477356,"8"
6.60186958,47.9020187477356,"8"
6.73951960,47.9020187477356,"8"
6.96480370,47.9020187477356,"8"
6.63670826,47.9020187477356,"8"
6.63670826,47.9020187477356,"8"
6.53008747,47.9020187477356,"8"
6.51134062,47.9020187477356,"8"
6.38443851,47.9020187477356,"8"
6.38443851,47.9020187477356,"8"
6.42563963,47.9020187477356,"8"
6.76791811,47.9020187477356,"8"
7.15300083,47.9020187477356,"8"
7.15300083,47.9020187477356,"8"
6.90511465,47.9020187477356,"8"
6.36097765,47.9020187477356,"8"
6.02144003,47.9020187477356,"8"
6.02144003,47.9020187477356,"8"
5.99864674,47.9020187477356,"8"
6.31123781,47.9020187477356,"8"
5.10454798,47.8995187477356,"8"
5.10454798,47.8995187477356,"8"
5.81370258,47.8995187477356,"8"
6.58765221,47.8995187477356,"8"
6.99767017,47.8995187477356,"8"
6.99767017,47.8995187477356,"8"
6.76477289,47.8995187477356,"8"
6.91518927,47.8995187477356,"8"
6.79987860,47.8995187477356,"8"
6.79987860,47.8995187477356,"8"
6.08647060,47.8995187477356,"8"
6.12719154,47.8995187477356,"8"
6.12727451,47.8995187477356,"8"
6.12727451,47.8995187477356,"8"
6.36807251,47.8995187477356,"8"
6.36257553,47.8995187477356,"8"
6.98533821,47.8995187477356,"8"
6.98533821,47.8995187477356,"8"
7.41596889,47.8995187477356,"8"
6.83700943,47.8995187477356,"8"
6.22382736,47.8995187477356,"8"
6.22382736,47.8995187477356,"8"
6.04697895,47.8995187477356,"8"
6.38202000,47.8995187477356,"8"
